user_id,signup_date,city,device_type,acquisition_channel
1111,2025-03-12,Chennai,Mobile,Referral
1112,2025-02-10,Ahmedabad,Mobile,Google Ads
1113,2025-06-07,Kolkata,Tablet,LinkedIn
1114,2025-04-14,Kolkata,Desktop,LinkedIn
1115,2025-01-02,Bangalore,Tablet,Google Ads
1116,2025-04-06,Bangalore,Desktop,Referral
1117,2025-02-18,Bangalore,Tablet,Organic
1118,2025-06-10,Chennai,Mobile,Instagram
1119,2025-03-21,Delhi,Mobile,LinkedIn
1120,2025-05-09,Kochi,Desktop,Google Ads
1121,2025-01-17,Bangalore,Desktop,Instagram
1122,2025-04-27,Jaipur,Tablet,Referral
1123,2025-03-28,Kolkata,Tablet,Google Ads
1124,2025-03-29,Ahmedabad,Desktop,Google Ads
1125,2025-02-12,Kolkata,Mobile,Google Ads
1126,2025-02-27,Delhi,Mobile,Organic
1127,2025-05-31,Jaipur,Mobile,Organic
1128,2025-04-04,Bangalore,Desktop,Instagram
1129,2025-05-17,Kochi,Mobile,Referral
1130,2025-01-13,Mumbai,Tablet,Organic
1131,2025-01-13,Mumbai,Desktop,LinkedIn
1132,2025-04-08,Mumbai,Tablet,Instagram
1133,2025-05-02,Delhi,Mobile,Organic
1134,2025-03-19,Kolkata,Tablet,Organic
1135,2025-06-19,Jaipur,Desktop,Referral
1136,2025-06-05,Delhi,Desktop,Organic
1137,2025-05-11,Kochi,Mobile,Instagram
1138,2025-01-30,Mumbai,Desktop,Google Ads
1139,2025-06-05,Chennai,Desktop,Referral
1140,2025-02-21,Pune,Tablet,LinkedIn
1141,2025-03-17,Delhi,Mobile,Referral
1142,2025-05-08,Chennai,Tablet,LinkedIn
1143,2025-03-26,Chennai,Mobile,Organic
1144,2025-06-21,Mumbai,Mobile,Referral
1145,2025-06-21,Ahmedabad,Mobile,Organic
1146,2025-05-11,Mumbai,Tablet,Organic
1147,2025-03-07,Chennai,Desktop,Instagram
1148,2025-03-09,Ahmedabad,Mobile,Organic
1149,2025-02-14,Bangalore,Desktop,Instagram
1150,2025-06-23,Pune,Desktop,Organic
1151,2025-01-25,Bangalore,Mobile,Google Ads
1152,2025-06-19,Delhi,Desktop,Instagram
1153,2025-04-23,Kochi,Desktop,Organic
1154,2025-04-06,Pune,Mobile,Organic
1155,2025-04-13,Kolkata,Desktop,Instagram
1156,2025-04-09,Ahmedabad,Desktop,Google Ads
1157,2025-01-29,Delhi,Tablet,Organic
1158,2025-02-10,Mumbai,Desktop,Referral
1159,2025-05-04,Kochi,Tablet,LinkedIn
1160,2025-02-16,Kochi,Desktop,Instagram
1161,2025-06-06,Bangalore,Tablet,Google Ads
1162,2025-05-04,Ahmedabad,Mobile,LinkedIn
1163,2025-04-23,Bangalore,Mobile,Instagram
1164,2025-06-17,Pune,Mobile,Referral
1165,2025-05-28,Kochi,Mobile,Instagram
1166,2025-05-13,Jaipur,Tablet,Referral
1167,2025-01-25,Kolkata,Tablet,Google Ads
1168,2025-05-04,Pune,Tablet,LinkedIn
1169,2025-02-08,Jaipur,Tablet,Organic
1170,2025-01-03,Delhi,Tablet,LinkedIn
1171,2025-05-07,Delhi,Mobile,LinkedIn
1172,2025-03-24,Chennai,Desktop,Instagram
1173,2025-01-13,Jaipur,Mobile,Referral
1174,2025-06-14,Kolkata,Desktop,Google Ads
1175,2025-01-21,Ahmedabad,Desktop,Referral
1176,2025-04-25,Mumbai,Desktop,LinkedIn
1177,2025-03-22,Mumbai,Desktop,Organic
1178,2025-01-27,Kolkata,Desktop,Organic
1179,2025-05-23,Jaipur,Mobile,Organic
1180,2025-06-04,Kochi,Tablet,Instagram
1181,2025-05-11,Jaipur,Mobile,LinkedIn
1182,2025-03-29,Pune,Mobile,Google Ads
1183,2025-04-27,Pune,Tablet,Referral
1184,2025-06-03,Ahmedabad,Tablet,Instagram
1185,2025-04-26,Mumbai,Mobile,Google Ads
1186,2025-01-01,Pune,Desktop,Instagram
1187,2025-05-21,Jaipur,Desktop,Organic
1188,2025-01-12,Delhi,Desktop,Google Ads
1189,2025-04-15,Mumbai,Desktop,Referral
1190,2025-02-20,Chennai,Mobile,LinkedIn
1191,2025-02-25,Ahmedabad,Mobile,Instagram
1192,2025-01-28,Kolkata,Mobile,Referral
1193,2025-02-01,Ahmedabad,Desktop,Referral
1194,2025-05-10,Delhi,Desktop,Organic
1195,2025-05-16,Bangalore,Tablet,LinkedIn
1196,2025-05-30,Ahmedabad,Tablet,Google Ads
1197,2025-06-27,Kochi,Mobile,Google Ads
1198,2025-01-27,Kolkata,Tablet,Referral
1199,2025-06-05,Pune,Tablet,LinkedIn
1200,2025-04-18,Kochi,Tablet,Google Ads
1201,2025-03-12,Kolkata,Desktop,Instagram
1202,2025-04-26,Delhi,Mobile,LinkedIn
1203,2025-06-04,Jaipur,Desktop,Referral
1204,2025-03-22,Jaipur,Tablet,Google Ads
1205,2025-02-21,Chennai,Tablet,Instagram
1206,2025-06-25,Pune,Tablet,Google Ads
1207,2025-06-16,Delhi,Tablet,Referral
1208,2025-06-27,Pune,Tablet,Organic
1209,2025-04-01,Jaipur,Desktop,Referral
1210,2025-05-27,Kolkata,Tablet,Referral
1211,2025-03-15,Kolkata,Mobile,Referral
1212,2025-01-28,Bangalore,Desktop,Google Ads
1213,2025-01-14,Bangalore,Mobile,Instagram
1214,2025-02-11,Hyderabad,Tablet,Instagram
1215,2025-02-07,Bangalore,Tablet,Instagram
1216,2025-02-22,Jaipur,Mobile,Instagram
1217,2025-04-26,Mumbai,Tablet,Referral
1218,2025-02-27,Jaipur,Desktop,Google Ads
1219,2025-05-11,Hyderabad,Tablet,Organic
1220,2025-04-08,Kolkata,Desktop,Instagram
1221,2025-05-22,Bangalore,Mobile,Instagram
1222,2025-02-21,Kochi,Desktop,Google Ads
1223,2025-06-12,Pune,Tablet,Referral
1224,2025-06-04,Chennai,Tablet,Google Ads
1225,2025-03-17,Ahmedabad,Mobile,Organic
1226,2025-02-17,Delhi,Tablet,Referral
1227,2025-01-31,Kolkata,Mobile,LinkedIn
1228,2025-03-13,Jaipur,Desktop,Google Ads
1229,2025-02-11,Kochi,Desktop,Organic
1230,2025-03-26,Ahmedabad,Tablet,Google Ads
1231,2025-01-11,Delhi,Desktop,Referral
1232,2025-01-14,Kochi,Tablet,Instagram
1233,2025-05-06,Kochi,Tablet,Instagram
1234,2025-01-19,Pune,Tablet,Google Ads
1235,2025-02-17,Jaipur,Mobile,Referral
1236,2025-02-10,Kolkata,Tablet,Referral
1237,2025-04-14,Mumbai,Desktop,Google Ads
1238,2025-02-24,Pune,Desktop,Instagram
1239,2025-03-17,Chennai,Tablet,Referral
1240,2025-05-02,Jaipur,Tablet,Organic
1241,2025-01-30,Pune,Desktop,Google Ads
1242,2025-06-14,Kochi,Tablet,Google Ads
1243,2025-01-11,Pune,Desktop,Organic
1244,2025-04-09,Hyderabad,Tablet,Instagram
1245,2025-01-07,Jaipur,Desktop,Referral
1246,2025-05-11,Ahmedabad,Desktop,Organic
1247,2025-03-17,Chennai,Desktop,Referral
1248,2025-01-22,Mumbai,Mobile,Referral
1249,2025-05-17,Bangalore,Tablet,Organic
1250,2025-02-23,Chennai,Tablet,LinkedIn
1251,2025-01-27,Chennai,Tablet,LinkedIn
1252,2025-06-15,Mumbai,Tablet,Google Ads
1253,2025-01-07,Ahmedabad,Tablet,Instagram
1254,2025-01-10,Mumbai,Mobile,Organic
1255,2025-02-15,Hyderabad,Tablet,Organic
1256,2025-05-28,Chennai,Desktop,LinkedIn
1257,2025-04-10,Ahmedabad,Tablet,LinkedIn
1258,2025-04-21,Pune,Mobile,LinkedIn
1259,2025-06-22,Mumbai,Tablet,Organic
1260,2025-06-14,Kochi,Mobile,Referral
1261,2025-01-12,Mumbai,Desktop,Referral
1262,2025-01-28,Hyderabad,Tablet,Instagram
1263,2025-06-05,Mumbai,Desktop,LinkedIn
1264,2025-04-08,Kolkata,Tablet,Organic
1265,2025-05-02,Delhi,Tablet,Google Ads
1266,2025-02-04,Kolkata,Tablet,Instagram
1267,2025-06-12,Delhi,Desktop,Instagram
1268,2025-01-03,Jaipur,Tablet,Google Ads
1269,2025-02-01,Bangalore,Mobile,Referral
1270,2025-06-02,Kolkata,Tablet,Referral
1271,2025-01-22,Hyderabad,Mobile,Instagram
1272,2025-02-24,Kolkata,Tablet,Referral
1273,2025-02-06,Delhi,Mobile,Google Ads
1274,2025-06-07,Hyderabad,Mobile,Organic
1275,2025-02-16,Kochi,Mobile,Referral
1276,2025-04-29,Jaipur,Mobile,Instagram
1277,2025-06-21,Mumbai,Desktop,Organic
1278,2025-02-20,Kochi,Desktop,Instagram
1279,2025-04-02,Delhi,Tablet,Google Ads
1280,2025-01-26,Hyderabad,Tablet,Organic
1281,2025-02-19,Pune,Desktop,LinkedIn
1282,2025-03-26,Kochi,Tablet,Instagram
1283,2025-06-27,Kochi,Mobile,Referral
1284,2025-05-26,Pune,Desktop,LinkedIn
1285,2025-02-13,Bangalore,Desktop,Google Ads
1286,2025-02-26,Kolkata,Desktop,Instagram
1287,2025-02-04,Pune,Desktop,LinkedIn
1288,2025-04-25,Pune,Desktop,LinkedIn
1289,2025-05-22,Mumbai,Mobile,Referral
1290,2025-01-21,Hyderabad,Mobile,Referral
1291,2025-02-20,Hyderabad,Tablet,Organic
1292,2025-01-20,Bangalore,Tablet,Organic
1293,2025-05-29,Kochi,Desktop,Referral
1294,2025-02-24,Bangalore,Tablet,Instagram
1295,2025-05-20,Jaipur,Desktop,Google Ads
1296,2025-04-04,Kolkata,Mobile,Referral
1297,2025-03-16,Delhi,Desktop,Referral
1298,2025-05-11,Mumbai,Desktop,Instagram
1299,2025-05-09,Bangalore,Tablet,Google Ads
1300,2025-06-07,Delhi,Tablet,Google Ads
1301,2025-04-25,Delhi,Mobile,Referral
1302,2025-05-25,Delhi,Tablet,LinkedIn
1303,2025-04-02,Bangalore,Mobile,LinkedIn
1304,2025-03-01,Mumbai,Desktop,Instagram
1305,2025-03-01,Bangalore,Tablet,Google Ads
1306,2025-05-13,Pune,Desktop,LinkedIn
1307,2025-04-27,Bangalore,Mobile,Instagram
1308,2025-01-27,Jaipur,Tablet,Instagram
1309,2025-03-09,Kochi,Tablet,Referral
1310,2025-02-14,Kolkata,Tablet,LinkedIn
1311,2025-04-04,Kochi,Tablet,Organic
1312,2025-05-13,Hyderabad,Desktop,Google Ads
1313,2025-05-13,Kolkata,Desktop,Instagram
1314,2025-05-05,Ahmedabad,Tablet,Organic
1315,2025-05-09,Delhi,Desktop,Google Ads
1316,2025-02-28,Mumbai,Tablet,Instagram
1317,2025-02-24,Delhi,Mobile,Google Ads
1318,2025-04-03,Kochi,Tablet,Organic
1319,2025-06-19,Chennai,Desktop,Instagram
1320,2025-01-30,Ahmedabad,Tablet,LinkedIn
1321,2025-05-03,Chennai,Tablet,Google Ads
1322,2025-06-15,Kolkata,Mobile,Google Ads
1323,2025-01-12,Delhi,Tablet,Referral
1324,2025-02-11,Delhi,Tablet,Referral
1325,2025-01-11,Kochi,Mobile,Organic
1326,2025-02-12,Hyderabad,Mobile,Referral
1327,2025-04-14,Kochi,Tablet,Organic
1328,2025-06-19,Hyderabad,Mobile,Google Ads
1329,2025-04-25,Kochi,Desktop,LinkedIn
1330,2025-02-13,Chennai,Desktop,Referral
1331,2025-02-06,Kochi,Mobile,Referral
1332,2025-06-18,Jaipur,Desktop,Google Ads
1333,2025-06-25,Pune,Desktop,Referral
1334,2025-06-01,Mumbai,Mobile,LinkedIn
1335,2025-04-09,Delhi,Mobile,Organic
1336,2025-02-21,Jaipur,Tablet,LinkedIn
1337,2025-02-08,Kochi,Mobile,Google Ads
1338,2025-05-02,Kochi,Tablet,Organic
1339,2025-05-17,Jaipur,Mobile,Organic
1340,2025-05-04,Delhi,Tablet,Referral
1341,2025-01-01,Kolkata,Tablet,LinkedIn
1342,2025-04-05,Bangalore,Tablet,Referral
1343,2025-04-20,Chennai,Desktop,LinkedIn
1344,2025-03-31,Kochi,Tablet,Referral
1345,2025-01-26,Kolkata,Mobile,Instagram
1346,2025-05-03,Chennai,Mobile,Instagram
1347,2025-06-03,Jaipur,Desktop,Instagram
1348,2025-02-18,Bangalore,Tablet,Organic
1349,2025-05-28,Jaipur,Mobile,Referral
1350,2025-01-02,Kolkata,Tablet,Google Ads
1351,2025-06-26,Pune,Desktop,Instagram
1352,2025-01-28,Delhi,Desktop,Referral
1353,2025-03-06,Hyderabad,Tablet,LinkedIn
1354,2025-05-25,Pune,Tablet,Instagram
1355,2025-06-24,Kolkata,Mobile,LinkedIn
1356,2025-05-22,Jaipur,Desktop,Google Ads
1357,2025-04-05,Jaipur,Tablet,LinkedIn
1358,2025-03-06,Hyderabad,Tablet,Instagram
1359,2025-06-30,Kolkata,Tablet,Google Ads
1360,2025-06-18,Mumbai,Tablet,Google Ads
1361,2025-04-25,Delhi,Mobile,Google Ads
1362,2025-05-11,Kolkata,Desktop,Referral
1363,2025-06-07,Bangalore,Mobile,LinkedIn
1364,2025-06-12,Bangalore,Mobile,Google Ads
1365,2025-05-01,Kochi,Desktop,Organic
1366,2025-01-17,Hyderabad,Mobile,Instagram
1367,2025-01-21,Kochi,Mobile,LinkedIn
1368,2025-04-13,Kochi,Tablet,Referral
1369,2025-03-15,Kochi,Mobile,Google Ads
1370,2025-06-13,Ahmedabad,Desktop,Organic
1371,2025-02-21,Jaipur,Desktop,Google Ads
1372,2025-01-09,Kochi,Tablet,Referral
1373,2025-06-28,Chennai,Tablet,Google Ads
1374,2025-06-22,Bangalore,Desktop,Google Ads
1375,2025-06-17,Bangalore,Mobile,Organic
1376,2025-03-12,Kolkata,Desktop,LinkedIn
1377,2025-04-14,Kochi,Mobile,Referral
1378,2025-01-04,Mumbai,Mobile,Referral
1379,2025-03-14,Jaipur,Tablet,Instagram
1380,2025-03-30,Hyderabad,Mobile,Referral
1381,2025-02-19,Ahmedabad,Desktop,Referral
1382,2025-01-02,Hyderabad,Mobile,LinkedIn
1383,2025-05-10,Mumbai,Tablet,Organic
1384,2025-05-09,Hyderabad,Desktop,Organic
1385,2025-05-12,Hyderabad,Tablet,Referral
1386,2025-03-06,Ahmedabad,Desktop,Referral
1387,2025-05-04,Chennai,Desktop,LinkedIn
1388,2025-06-24,Ahmedabad,Tablet,Organic
1389,2025-05-04,Mumbai,Desktop,Organic
1390,2025-04-08,Chennai,Tablet,Google Ads
1391,2025-03-22,Kolkata,Desktop,Referral
1392,2025-05-18,Bangalore,Tablet,Instagram
1393,2025-03-05,Hyderabad,Mobile,LinkedIn
1394,2025-06-22,Pune,Mobile,Referral
1395,2025-02-15,Ahmedabad,Desktop,Instagram
1396,2025-02-25,Kochi,Desktop,Google Ads
1397,2025-06-24,Chennai,Desktop,Google Ads
1398,2025-03-02,Chennai,Desktop,Google Ads
1399,2025-02-28,Chennai,Mobile,Referral
1400,2025-04-02,Delhi,Mobile,Organic
1401,2025-01-21,Ahmedabad,Tablet,Organic
1402,2025-05-19,Bangalore,Desktop,Instagram
1403,2025-06-08,Pune,Desktop,Referral
1404,2025-03-12,Ahmedabad,Mobile,Referral
1405,2025-03-13,Kolkata,Mobile,Referral
1406,2025-02-02,Bangalore,Tablet,LinkedIn
1407,2025-05-03,Jaipur,Mobile,Referral
1408,2025-03-30,Kolkata,Tablet,Google Ads
1409,2025-04-28,Mumbai,Tablet,Referral
1410,2025-04-28,Pune,Tablet,Organic
1411,2025-01-04,Chennai,Desktop,Referral
1412,2025-01-26,Pune,Desktop,Referral
1413,2025-03-08,Delhi,Tablet,Instagram
1414,2025-03-02,Hyderabad,Desktop,Referral
1415,2025-03-29,Pune,Mobile,LinkedIn
1416,2025-04-19,Chennai,Desktop,Instagram
1417,2025-04-04,Kolkata,Desktop,LinkedIn
1418,2025-02-16,Kochi,Mobile,Referral
1419,2025-06-25,Chennai,Mobile,Instagram
1420,2025-03-02,Jaipur,Desktop,LinkedIn
1421,2025-02-20,Delhi,Tablet,Google Ads
1422,2025-05-02,Bangalore,Mobile,LinkedIn
1423,2025-05-08,Delhi,Tablet,Referral
1424,2025-05-17,Pune,Desktop,Instagram
1425,2025-03-06,Jaipur,Tablet,Organic
1426,2025-04-12,Mumbai,Tablet,Google Ads
1427,2025-01-16,Chennai,Desktop,LinkedIn
1428,2025-06-11,Mumbai,Desktop,Instagram
1429,2025-03-08,Pune,Desktop,Referral
1430,2025-05-23,Hyderabad,Desktop,Organic
1431,2025-04-16,Mumbai,Desktop,Referral
1432,2025-02-20,Kochi,Tablet,Referral
1433,2025-02-14,Hyderabad,Desktop,Instagram
1434,2025-06-22,Jaipur,Desktop,LinkedIn
1435,2025-01-21,Kolkata,Tablet,Instagram
1436,2025-04-29,Delhi,Mobile,Instagram
1437,2025-04-18,Kochi,Tablet,LinkedIn
1438,2025-01-19,Mumbai,Mobile,Instagram
1439,2025-02-28,Pune,Desktop,Instagram
1440,2025-03-10,Kochi,Tablet,LinkedIn
1441,2025-03-11,Ahmedabad,Desktop,Referral
1442,2025-05-14,Ahmedabad,Desktop,Google Ads
1443,2025-02-17,Bangalore,Mobile,Google Ads
1444,2025-06-19,Hyderabad,Tablet,Organic
1445,2025-02-23,Delhi,Desktop,Organic
1446,2025-01-25,Mumbai,Desktop,Referral
1447,2025-01-14,Bangalore,Desktop,Referral
1448,2025-01-22,Mumbai,Desktop,Referral
1449,2025-02-09,Mumbai,Tablet,LinkedIn
1450,2025-03-21,Chennai,Mobile,Instagram
1451,2025-04-24,Delhi,Mobile,Referral
1452,2025-02-13,Bangalore,Mobile,Instagram
1453,2025-03-25,Ahmedabad,Desktop,Referral
1454,2025-03-11,Jaipur,Desktop,Google Ads
1455,2025-06-28,Jaipur,Mobile,Referral
1456,2025-06-02,Ahmedabad,Tablet,Referral
1457,2025-04-22,Jaipur,Tablet,Referral
1458,2025-03-21,Pune,Desktop,Referral
1459,2025-02-28,Mumbai,Desktop,Instagram
1460,2025-04-04,Kolkata,Desktop,Google Ads
1461,2025-03-19,Bangalore,Mobile,Referral
1462,2025-02-04,Pune,Desktop,LinkedIn
1463,2025-05-17,Bangalore,Tablet,LinkedIn
1464,2025-05-03,Hyderabad,Mobile,LinkedIn
1465,2025-03-16,Kochi,Mobile,Organic
1466,2025-05-21,Pune,Mobile,LinkedIn
1467,2025-05-24,Kolkata,Desktop,Google Ads
1468,2025-02-11,Kolkata,Desktop,Google Ads
1469,2025-03-09,Mumbai,Desktop,Google Ads
1470,2025-05-13,Kochi,Tablet,Instagram
1471,2025-03-14,Jaipur,Desktop,LinkedIn
1472,2025-02-18,Mumbai,Mobile,Google Ads
1473,2025-03-16,Mumbai,Tablet,LinkedIn
1474,2025-06-08,Ahmedabad,Desktop,Referral
1475,2025-05-06,Chennai,Desktop,Organic
1476,2025-02-08,Bangalore,Tablet,Organic
1477,2025-02-17,Mumbai,Desktop,Instagram
1478,2025-02-02,Ahmedabad,Tablet,Organic
1479,2025-03-01,Mumbai,Mobile,Organic
1480,2025-05-07,Chennai,Desktop,LinkedIn
1481,2025-03-21,Ahmedabad,Desktop,LinkedIn
1482,2025-06-28,Bangalore,Desktop,Organic
1483,2025-02-07,Bangalore,Desktop,LinkedIn
1484,2025-01-19,Jaipur,Desktop,Google Ads
1485,2025-02-19,Hyderabad,Desktop,Organic
1486,2025-02-01,Chennai,Desktop,LinkedIn
1487,2025-03-05,Bangalore,Mobile,LinkedIn
1488,2025-01-25,Jaipur,Tablet,Google Ads
1489,2025-05-02,Kolkata,Tablet,Instagram
1490,2025-03-24,Delhi,Tablet,Organic
1491,2025-05-21,Jaipur,Mobile,Instagram
1492,2025-05-04,Hyderabad,Mobile,Instagram
1493,2025-01-14,Chennai,Mobile,Google Ads
1494,2025-06-12,Kolkata,Desktop,Organic
1495,2025-02-12,Hyderabad,Tablet,Organic
1496,2025-04-12,Chennai,Mobile,Organic
1497,2025-05-29,Ahmedabad,Tablet,Referral
1498,2025-02-09,Pune,Mobile,Google Ads
1499,2025-02-10,Ahmedabad,Mobile,Referral
1500,2025-03-28,Bangalore,Mobile,Instagram
